rfid_uid,Book Number ,Title,Author ,Ed./Vol.,Publisher place,Publisher,Year,Page(s),Class No.,Programme/ Dicipline,,,,Withdrawn Date,Remarks,ISBN /ISSN,Subject,Text/Reference,"Depriciated value
(Till 01-04-2022)"
,B4202,Robotics technology and flexible automation,"Deb, S.R.",2nd,  McGraw Hill Education pvt ltd, McGraw Hill Education pvt ltd,2017,xx;552,629.892 DEB,Mechanical Engineering (B.Tech),,,,,,9.78007E+12,Mechanical Engineering (B.Tech),,
,B4203,Robotics technology and flexible automation,"Deb, S.R.",2nd,  McGraw Hill Education pvt ltd, McGraw Hill Education pvt ltd,2017,xx;552,629.892 DEB,Mechanical Engineering (B.Tech),,,,,,9.78007E+12,Mechanical Engineering (B.Tech),,
,B4204,Robotics technology and flexible automation,"Deb, S.R.",2nd,  McGraw Hill Education pvt ltd, McGraw Hill Education pvt ltd,2017,xx;552,629.892 DEB,Mechanical Engineering (B.Tech),,,,,,9.78007E+12,Mechanical Engineering (B.Tech),,
,B4205,Civil engineering contracts and estimates,"Patil, B S",4th,Hydrabad Universities Press,Hydrabad Universities Press,2016,xiv;498,343.5407 PAT,Civil Engineering (B.Tech),,,,,,9.78817E+12,Civil Engineering (B.Tech),,
,B4206,Civil engineering contracts and estimates,"Patil, B S",4th,Hydrabad Universities Press,Hydrabad Universities Press,2016,xiv;498,343.5407 PAT,Civil Engineering (B.Tech),,,,,,9.78817E+12,Civil Engineering (B.Tech),,
,B4207,Fundamentals of enzymology,"Price, Nicholas C.",3rd,  Oxford University Press, Oxford University Press,2010,xiv;478,574.1925 PRI,Biotechnology (B.Sc),,,,,,9.7802E+12,Biotechnology (B.Sc),,
,B4208,Fundamentals of enzymology,"Price, Nicholas C.",3rd,  Oxford University Press, Oxford University Press,2010,xiv;478,574.1925 PRI,Biotechnology (B.Sc),,,,,,9.7802E+12,Biotechnology (B.Sc),,
,B4209,Fundamentals of enzymology,"Price, Nicholas C.",3rd,  Oxford University Press, Oxford University Press,2010,xiv;478,574.1925 PRI,Biotechnology (B.Sc),,,,,,9.7802E+12,Biotechnology (B.Sc),,
,B4210,An advanced course in practical physics,"Chattopadhyay, D.",10th,Kolkata New Central Book Agency (P) Ltd,Kolkata New Central Book Agency (P) Ltd,2018,xvi;868,530.028 CHA,Physics,,,,,,9.78817E+12,Physics,,
,B4211,An advanced course in practical physics,"Chattopadhyay, D.",10th,Kolkata New Central Book Agency (P) Ltd,Kolkata New Central Book Agency (P) Ltd,2018,xvi;868,530.028 CHA,Physics,,,,,,9.78817E+12,Physics,,
,B4212,An advanced course in practical physics,"Chattopadhyay, D.",10th,Kolkata New Central Book Agency (P) Ltd,Kolkata New Central Book Agency (P) Ltd,2018,xvi;868,530.028 CHA,Physics,,,,,,9.78817E+12,Physics,,
,B4213,An advanced course in practical physics,"Chattopadhyay, D.",10th,Kolkata New Central Book Agency (P) Ltd,Kolkata New Central Book Agency (P) Ltd,2018,xvi;868,530.028 CHA,Physics,,,,,,9.78817E+12,Physics,,
,B4214,An advanced course in practical physics,"Chattopadhyay, D.",10th,Kolkata New Central Book Agency (P) Ltd,Kolkata New Central Book Agency (P) Ltd,2018,xvi;868,530.028 CHA,Physics,,,,,,9.78817E+12,Physics,,
,B4215,Practical physics,"Srivastava, Anchal",2nd,New  New Age International (P) Ltd, New Age International (P) Ltd,2018,xi;511,530.028 SRI,Physics,,,,,,9.78939E+12,Physics,,
,B4216,Practical physics,"Srivastava, Anchal",2nd,New  New Age International (P) Ltd, New Age International (P) Ltd,2018,xi;511,530.028 SRI,Physics,,,,,,9.78939E+12,Physics,,
,B4217,Practical physics,"Srivastava, Anchal",2nd,New  New Age International (P) Ltd, New Age International (P) Ltd,2018,xi;511,530.028 SRI,Physics,,,,,,9.78939E+12,Physics,,
,B4218,Practical physics,"Srivastava, Anchal",2nd,New  New Age International (P) Ltd, New Age International (P) Ltd,2018,xi;511,530.028 SRI,Physics,,,,,,9.78939E+12,Physics,,
,B4219,Practical physics,"Srivastava, Anchal",2nd,New  New Age International (P) Ltd, New Age International (P) Ltd,2018,xi;511,530.028 SRI,Physics,,,,,,9.78939E+12,Physics,,
,B4220,Stereochemistry Conformation and Mechanism,"Kalsi, P. S",8th,New  New Age International Publishers, New Age International Publishers,2015,627,547.1223 KAL,Chemistry (B.Sc),,,,,,9.78812E+12,Chemistry (B.Sc),,
,B4221,Financial management,"Paramasivan, C.",1st,New  New Age International (P) ltd, New Age International (P) ltd,2013,xx;264,658.15 PAR,Management (BBA),,,,,,9.78812E+12,Management (BBA),,
,B4222,Financial management,"Paramasivan, C.",1st,New  New Age International (P) ltd, New Age International (P) ltd,2013,xx;264,658.15 PAR,Management (BBA),,,,,,9.78812E+12,Management (BBA),,
,B4223,Financial management,"Paramasivan, C.",1st,New  New Age International (P) ltd, New Age International (P) ltd,2013,xx;264,658.15 PAR,Management (BBA),,,,,,9.78812E+12,Management (BBA),,
,B4224,Datt & Sundharam's Indian economy,"Datt, Gaurav",72th,  S. Chand & Co. ltd, S. Chand & Co. ltd,2018,xvi;1062,330.954 DAT,Management (BBA),,,,,,9.78812E+12,Management (BBA),,
,B4225,Datt & Sundharam's Indian economy,"Datt, Gaurav",72th,  S. Chand & Co. ltd, S. Chand & Co. ltd,2018,xvi;1062,330.954 DAT,Management (BBA),,,,,,9.78812E+12,Management (BBA),,
,B4226,Datt & Sundharam's Indian economy,"Datt, Gaurav",72th,  S. Chand & Co. ltd, S. Chand & Co. ltd,2018,xvi;1062,330.954 DAT,Management (BBA),,,,,,9.78812E+12,Management (BBA),,
,B4227,Earth- portrait of a planet,"Marshak, Stephen",5th,New York W.W. Norton & Company, W.W. Norton & Company,2015,xxx;875,550 MAR,Chemical Engineering (B.Tech),,,,,$80.00,9.78039E+12,Chemical Engineering (B.Tech),,
,B4228,Earth- portrait of a planet,"Marshak, Stephen",5th,New York W.W. Norton & Company, W.W. Norton & Company,2015,xxx;875,550 MAR,Chemical Engineering (B.Tech),,,,,$80.01,9.78039E+12,Chemical Engineering (B.Tech),,
,B4229,Choices,"Menon, Shivshankar",1st,Haryana Penguin Random House India, Penguin Random House India,2016,ix;243,327.54 MEN,General Collection,,,,,,9.78067E+12,General Collection,,
,B4230,Process plant simulation,"Babu, B.V",1st,  Oxford University Press, Oxford University Press,2015,xiii;542,660.280 BAB,Chemical Engineering (B.Tech),,,,,,9.7802E+12,Chemical Engineering (B.Tech),,
,B4231,Process plant simulation,"Babu, B.V",1st,  Oxford University Press, Oxford University Press,2015,xiii;542,660.280 BAB,Chemical Engineering (B.Tech),,,,,,9.7802E+12,Chemical Engineering (B.Tech),,
,B4232,Process plant simulation,"Babu, B.V",1st,  Oxford University Press, Oxford University Press,2015,xiii;542,660.280 BAB,Chemical Engineering (B.Tech),,,,,,9.7802E+12,Chemical Engineering (B.Tech),,
,B4233,Process plant simulation,"Babu, B.V",1st,  Oxford University Press, Oxford University Press,2015,xiii;542,660.280 BAB,Chemical Engineering (B.Tech),,,,,,9.7802E+12,Chemical Engineering (B.Tech),,
,B4234,Process plant simulation,"Babu, B.V",1st,  Oxford University Press, Oxford University Press,2015,xiii;542,660.280 BAB,Chemical Engineering (B.Tech),,,,,,9.7802E+12,Chemical Engineering (B.Tech),,
,B4235,Estimating and costing in civil engineering,"Dutta, B N",28th,  UBS Publishers Distributors pvt ltd, UBS Publishers Distributors pvt ltd,2018,xiii;904,624.0681 DUT,Civil Engineering (B.Tech),,,,,,9.78817E+12,Civil Engineering (B.Tech),,
,B4236,Estimating and costing in civil engineering,"Dutta, B N",28th,  UBS Publishers Distributors pvt ltd, UBS Publishers Distributors pvt ltd,2018,xiii;904,624.0681 DUT,Civil Engineering (B.Tech),,,,,,9.78817E+12,Civil Engineering (B.Tech),,
,B4237,Estimating and costing in civil engineering,"Dutta, B N",28th,  UBS Publishers Distributors pvt ltd, UBS Publishers Distributors pvt ltd,2018,xiii;904,624.0681 DUT,Civil Engineering (B.Tech),,,,,,9.78817E+12,Civil Engineering (B.Tech),,
,B4238,Estimating and costing in civil engineering,"Dutta, B N",28th,  UBS Publishers Distributors pvt ltd, UBS Publishers Distributors pvt ltd,2018,xiii;904,624.0681 DUT,Civil Engineering (B.Tech),,,,,,9.78817E+12,Civil Engineering (B.Tech),,
,B4239,Estimating and costing in civil engineering,"Dutta, B N",28th,  UBS Publishers Distributors pvt ltd, UBS Publishers Distributors pvt ltd,2018,xiii;904,624.0681 DUT,Civil Engineering (B.Tech),,,,,,9.78817E+12,Civil Engineering (B.Tech),,
,B4240,Estimating and costing in civil engineering,"Dutta, B N",28th,  UBS Publishers Distributors pvt ltd, UBS Publishers Distributors pvt ltd,2018,xiii;904,624.0681 DUT,Civil Engineering (B.Tech),,,,,,9.78817E+12,Civil Engineering (B.Tech),,
,B4241,Elementary Principles of Chemical Processes,"Felder, Richard M.",3rd,  Willey India Pvt. Ltd., Willey India Pvt. Ltd.,2018,"xxvi,675",660.28 FEL,Chemical Engineering (B.Tech),,,,,,9.78813E+12,Chemical Engineering (B.Tech),,
,B4242,Elementary Principles of Chemical Processes,"Felder, Richard M.",3rd,  Willey India Pvt. Ltd., Willey India Pvt. Ltd.,2018,"xxvi,675",660.28 FEL,Chemical Engineering (B.Tech),,,,,,9.78813E+12,Chemical Engineering (B.Tech),,
,B4243,Principles of Engineering Geology (Revised Edition),"Gokhale, K V G K",,"Hyderabad, BS Publications",Hyderabad BS Publications,2018,"PB, 263p.",624.151 GOK,Civil Engineering (B.Tech),,,,,,9.78818E+12,Civil Engineering (B.Tech),,
,B4244,Principles of Engineering Geology (Revised Edition),"Gokhale, K V G K",,"Hyderabad, BS Publications",Hyderabad BS Publications,2018,"PB, 263p.",624.151 GOK,Civil Engineering (B.Tech),,,,,,9.78818E+12,Civil Engineering (B.Tech),,
,B4245,Principles of Engineering Geology (Revised Edition),"Gokhale, K V G K",,"Hyderabad, BS Publications",Hyderabad BS Publications,2018,"PB, 263p.",624.151 GOK,Civil Engineering (B.Tech),,,,,,9.78818E+12,Civil Engineering (B.Tech),,
,B4246,Principles of Engineering Geology (Revised Edition),"Gokhale, K V G K",,"Hyderabad, BS Publications",Hyderabad BS Publications,2018,"PB, 263p.",624.151 GOK,Civil Engineering (B.Tech),,,,,,9.78818E+12,Civil Engineering (B.Tech),,
,B4247,Advanced Accountancy (Volume-II),"Maheshwari, S.N",Eleventh Edition,"Noida, Vikas Publication House,", Vikas Publication House,2018,"PB, 1.3 to A10",657 MAH,Management (BBA),,,,,,9.78935E+12,Management (BBA),,
,B4248,Advanced Accountancy (Volume-II),"Maheshwari, S.N",Eleventh Edition,"Noida, Vikas Publication House,", Vikas Publication House,2018,"PB, 1.3 to A10",657 MAH,Management (BBA),,,,,,9.78935E+12,Management (BBA),,
,B4249,Advanced Accountancy (Volume-II),"Maheshwari, S.N",Eleventh Edition,"Noida, Vikas Publication House,", Vikas Publication House,2018,"PB, 1.3 to A10",657 MAH,Management (BBA),,,,,,9.78935E+12,Management (BBA),,
,B4250,Chemical Process Control,"Stephanopoulos, George",1st,Noida Pearson India Education pvt ltd, Pearson India Education pvt ltd,2017,xxi;696,660.281 STE,Chemical Engineering (B.Tech),,,,,,9.78933E+12,Chemical Engineering (B.Tech),,
,B4251,Chemical Project Economics,"Mahajani, V.V.",Second Edition,New Delhi, Trinity Press,2018,"PB, vii,305p",660 MAH,Chemical Engineering (B.Tech),,,,,,9.78935E+12,Chemical Engineering (B.Tech),,
,B4252,Inorganic Chemistry;,"Huheey, James. E.",Fourth,"Noida, Pearson India Education Services,", Pearson India Education Services,2018,"PB, 795p",546 HUH,Chemistry (B.Sc),,,,,,9.78818E+12,Chemistry (B.Sc),,
,B4253,Principles of Management Accounting,"Maheshwari, S. N.",,New Delhi, Sultan Chand & Sons,2018,"PB, xx.D8",657 MAH,Management (BBA),,,,,,9.78818E+12,Management (BBA),,
,B4254,Principles of Management Accounting,"Maheshwari, S. N.",,New Delhi, Sultan Chand & Sons,2018,"PB, xx.D8",657 MAH,Management (BBA),,,,,,9.78818E+12,Management (BBA),,
,B4255,Principles of Management Accounting,"Maheshwari, S. N.",,New Delhi, Sultan Chand & Sons,2018,"PB, xx.D8",657 MAH,Management (BBA),,,,,,9.78818E+12,Management (BBA),,
,B4256,Principles of Management Accounting,"Maheshwari, S. N.",,New Delhi, Sultan Chand & Sons,2018,"PB, xx.D8",657 MAH,Management (BBA),,,,,,9.78818E+12,Management (BBA),,
,B4257,Principles of Management Accounting,"Maheshwari, S. N.",,New Delhi, Sultan Chand & Sons,2018,"PB, xx.D8",657 MAH,Management (BBA),,,,,,9.78818E+12,Management (BBA),,
,B4258,Principles of Management Accounting,"Maheshwari, S. N.",,New Delhi, Sultan Chand & Sons,2018,"PB, xx.D8",657 MAH,Management (BBA),,,,,,9.78818E+12,Management (BBA),,
,B4259,Principles of Management Accounting,"Maheshwari, S. N.",,New Delhi, Sultan Chand & Sons,2018,"PB, xx.D8",657 MAH,Management (BBA),,,,,,9.78818E+12,Management (BBA),,
,B4260,Principles of Management Accounting,"Maheshwari, S. N.",,New Delhi, Sultan Chand & Sons,2018,"PB, xx.D8",657 MAH,Management (BBA),,,,,,9.78818E+12,Management (BBA),,
,B4261,Principles of Management Accounting,"Maheshwari, S. N.",,New Delhi, Sultan Chand & Sons,2018,"PB, xx.D8",657 MAH,Management (BBA),,,,,,9.78818E+12,Management (BBA),,
,B4262,Principles of Management Accounting,"Maheshwari, S. N.",,New Delhi, Sultan Chand & Sons,2018,"PB, xx.D8",657 MAH,Management (BBA),,,,,,9.78818E+12,Management (BBA),,
,B4263,Principles of Management Accounting,"Maheshwari, S. N.",,New Delhi, Sultan Chand & Sons,2018,"PB, xx.D8",657 MAH,Management (BBA),,,,,,9.78818E+12,Management (BBA),,
,B4264,Principles of Management Accounting,"Maheshwari, S. N.",,New Delhi, Sultan Chand & Sons,2018,"PB, xx.D8",657 MAH,Management (BBA),,,,,,9.78818E+12,Management (BBA),,
,B4265,Managerial Economics,"Mehta, P L",,New Delhi, Sultan Chand & Sons,2018,"PB, 815p.",330.1 MEH,Management (BBA),,,,,,9.78935E+12,Management (BBA),,
,B4266,Elements of Civil Engineering,"Bhavikatti, S.S.",1st,New  New Age International Pub., New Age International Pub.,2013,xii;223,624 BHA,Civil Engineering (B.Tech),,,,,,9.78812E+12,Civil Engineering (B.Tech),,
,B4267,Elements of Civil Engineering,"Bhavikatti, S.S.",1st,New  New Age International Pub., New Age International Pub.,2013,xii;223,624 BHA,Civil Engineering (B.Tech),,,,,,9.78812E+12,Civil Engineering (B.Tech),,
,B4268,Elements of Civil Engineering,"Bhavikatti, S.S.",1st,New  New Age International Pub., New Age International Pub.,2013,xii;223,624 BHA,Civil Engineering (B.Tech),,,,,,9.78812E+12,Civil Engineering (B.Tech),,
,B4269,Chemical Process Safety;,"Crowl, Daniel. A",3rd,Noida Pearson India Education Services, Pearson India Education Services,2018,"PB, 677p.",660.2804 CRO,Chemical Engineering (B.Tech),,,,,,9.78933E+12,Chemical Engineering (B.Tech),,
,B4270,Chemical Process Safety;,"Crowl, Daniel. A",3rd,Noida Pearson India Education Services, Pearson India Education Services,2018,"PB, 677p.",660.2804 CRO,Chemical Engineering (B.Tech),,,,,,9.78933E+12,Chemical Engineering (B.Tech),,
,B4271,Chemical Process Safety;,"Crowl, Daniel. A",3rd,Noida Pearson India Education Services, Pearson India Education Services,2018,"PB, 677p.",660.2804 CRO,Chemical Engineering (B.Tech),,,,,,9.78933E+12,Chemical Engineering (B.Tech),,
,B4272,Chemical Process Safety;,"Crowl, Daniel. A",3rd,Noida Pearson India Education Services, Pearson India Education Services,2018,"PB, 677p.",660.2804 CRO,Chemical Engineering (B.Tech),,,,,,9.78933E+12,Chemical Engineering (B.Tech),,
,B4273,Chemical Process Safety;,"Crowl, Daniel. A",3rd,Noida Pearson India Education Services, Pearson India Education Services,2018,"PB, 677p.",660.2804 CRO,Chemical Engineering (B.Tech),,,,,,9.78933E+12,Chemical Engineering (B.Tech),,
,B4274,Inorganic Chemistry,"Sharpe, Alan. G",Third,"Noida, Pearson India Education Services,", Pearson India Education Services,2018,"PB, 691p",546 SHA,Chemistry (B.Sc),,,,,,9.78813E+12,Chemistry (B.Sc),,
,B4275,Inorganic Chemistry,"Sharpe, Alan. G",Third,"Noida, Pearson India Education Services,", Pearson India Education Services,2018,"PB, 691p",546 SHA,Chemistry (B.Sc),,,,,,9.78813E+12,Chemistry (B.Sc),,
,B4276,Inorganic Chemistry,"Sharpe, Alan. G",Third,"Noida, Pearson India Education Services,", Pearson India Education Services,2018,"PB, 691p",546 SHA,Chemistry (B.Sc),,,,,,9.78813E+12,Chemistry (B.Sc),,
,B4277,Textbook of Estimating and Costing,"Birdie, G.S.",,  Dhanpat Rai Publishing Company, Dhanpat Rai Publishing Company,2018,"PB,1027p.",624.1042 BIR,Civil Engineering (B.Tech),,,,,,9.78935E+12,Civil Engineering (B.Tech),,
,B4278,Textbook of Estimating and Costing,"Birdie, G.S.",,  Dhanpat Rai Publishing Company, Dhanpat Rai Publishing Company,2018,"PB,1027p.",624.1042 BIR,Civil Engineering (B.Tech),,,,,,9.78935E+12,Civil Engineering (B.Tech),,
,B4279,Textbook of Estimating and Costing,"Birdie, G.S.",,  Dhanpat Rai Publishing Company, Dhanpat Rai Publishing Company,2018,"PB,1027p.",624.1042 BIR,Civil Engineering (B.Tech),,,,,,9.78935E+12,Civil Engineering (B.Tech),,
,B4280,Elements of Biotechnology,"Gupta, P.K.",,"Gangotri, Rastogi Publications,",Gangotri Rastogi Publications,2018,PB 468p.,660.6 GUP,Biotechnology (B.Sc),,,,,,9.78817E+12,Biotechnology (B.Sc),,
,B4281,Elements of Biotechnology,"Gupta, P.K.",,"Gangotri, Rastogi Publications,",Gangotri Rastogi Publications,2018,PB 468p.,660.6 GUP,Biotechnology (B.Sc),,,,,,9.78817E+12,Biotechnology (B.Sc),,
,B4282,Elements of Biotechnology,"Gupta, P.K.",,"Gangotri, Rastogi Publications,",Gangotri Rastogi Publications,2018,PB 468p.,660.6 GUP,Biotechnology (B.Sc),,,,,,9.78817E+12,Biotechnology (B.Sc),,
,B4283,Biotechnology and Genomics,"Gupta, P. K.",,"Gangotri, Rastogi Publications,",Gangotri Rastogi Publications,2018,"PB, 796p.",660.6 GUP,Biotechnology (B.Sc),,,,,,9.78817E+12,Biotechnology (B.Sc),,
,B4284,Biotechnology and Genomics,"Gupta, P. K.",,"Gangotri, Rastogi Publications,",Gangotri Rastogi Publications,2018,"PB, 796p.",660.6 GUP,Biotechnology (B.Sc),,,,,,9.78817E+12,Biotechnology (B.Sc),,
,B4285,Biotechnology and Genomics,"Gupta, P. K.",,"Gangotri, Rastogi Publications,",Gangotri Rastogi Publications,2018,"PB, 796p.",660.6 GUP,Biotechnology (B.Sc),,,,,,9.78817E+12,Biotechnology (B.Sc),,
,B4286,Fundamentals of business organisation and management,"Bhushan, Y. K",,"  Sultan Chand and Sons,", Sultan Chand and Sons,2018,"PB, 9.164p.",658 BHU,Management (BBA),,,,,,9.78935E+12,Management (BBA),,
,B4287,Fundamentals of business organisation and management,"Bhushan, Y. K",,"  Sultan Chand and Sons,", Sultan Chand and Sons,2018,"PB, 9.164p.",658 BHU,Management (BBA),,,,,,9.78935E+12,Management (BBA),,
,B4288,Fundamentals of business organisation and management,"Bhushan, Y. K",,"  Sultan Chand and Sons,", Sultan Chand and Sons,2018,"PB, 9.164p.",658 BHU,Management (BBA),,,,,,9.78935E+12,Management (BBA),,
,B4289,A manual of practical zoology invertebrates,"Verma, P. S.",,  S. Chand and Company pvt.Ltd., S. Chand and Company pvt.Ltd.,2018,"PB, 497p.",596 VER,Biotechnology (B.Sc),,,,,,9.78812E+12,Biotechnology (B.Sc),,
,B4290,A manual of practical zoology chordates.,"Verma, P. S",,  S. Chand and Company Pvt.Ltd., S. Chand and Company Pvt.Ltd.,2018,PB 515p.,596 VER,Biotechnology (B.Sc),,,,,,9.78812E+12,Biotechnology (B.Sc),,
,B4291,"Cell biology, genetics, molecular biology, evolution and ecology","Verma, P. S.",,  S Chand and Company Ltd.Pvt., S Chand and Company Ltd.Pvt.,2018,"PB, 294p.",574.87 VER,Biotechnology (B.Sc),,,,,,9.78812E+12,Biotechnology (B.Sc),,
,B4292,"Cell biology, genetics, molecular biology, evolution and ecology","Verma, P. S.",,  S Chand and Company Ltd.Pvt., S Chand and Company Ltd.Pvt.,2018,"PB, 294p.",574.87 VER,Biotechnology (B.Sc),,,,,,9.78812E+12,Biotechnology (B.Sc),,
,B4293,"Cell biology, genetics, molecular biology, evolution and ecology","Verma, P. S.",,  S Chand and Company Ltd.Pvt., S Chand and Company Ltd.Pvt.,2018,"PB, 294p.",574.87 VER,Biotechnology (B.Sc),,,,,,9.78812E+12,Biotechnology (B.Sc),,
,B4294,"Cell biology, genetics, molecular biology, evolution and ecology","Verma, P. S.",,  S Chand and Company Ltd.Pvt., S Chand and Company Ltd.Pvt.,2018,"PB, 294p.",574.87 VER,Biotechnology (B.Sc),,,,,,9.78812E+12,Biotechnology (B.Sc),,
,B4295,"Cell biology, genetics, molecular biology, evolution and ecology","Verma, P. S.",,  S Chand and Company Ltd.Pvt., S Chand and Company Ltd.Pvt.,2018,"PB, 294p.",574.87 VER,Biotechnology (B.Sc),,,,,,9.78812E+12,Biotechnology (B.Sc),,
